date,symbol,entry_time,exit_time,entry,exit,qty,pnl,rr
2026-04-21,ITC.NS,2026-04-21 09:45:00+00:00,2026-04-22 03:50:00+00:00,310.86,308.45001220703125,13,-31.329841308593927,1.75
2026-04-08,INFY.NS,2026-04-08 09:40:00+00:00,2026-04-08 09:50:00+00:00,1348.67,1346.0,15,-40.05000000000109,1.75
2026-04-21,JSWSTEEL.NS,2026-04-21 09:55:00+00:00,2026-04-22 03:50:00+00:00,1282.64,1277.4000244140625,6,-31.4398535156256,1.75
2026-04-20,SBILIFE.NS,2026-04-20 09:35:00+00:00,2026-04-21 03:45:00+00:00,1986.09,1970.9000244140625,2,-30.37995117187484,1.75
2026-04-17,TECHM.NS,2026-04-17 09:40:00+00:00,2026-04-17 09:55:00+00:00,1513.96,1510.4000244140625,10,-35.599755859375364,1.75
2026-04-17,BEL.NS,2026-04-17 09:35:00+00:00,2026-04-17 09:50:00+00:00,463.78,462.7000122070313,35,-37.799572753905295,1.75
2026-04-17,BEL.NS,2026-04-17 09:50:00+00:00,2026-04-20 03:45:00+00:00,463.51,462.7000122070313,85,-68.84896240234298,1.75
2026-04-21,ITC.NS,2026-04-21 09:45:00+00:00,2026-04-22 03:50:00+00:00,310.86,308.45001220703125,13,-31.329841308593927,1.75
2026-04-08,INFY.NS,2026-04-08 09:40:00+00:00,2026-04-08 09:50:00+00:00,1348.67,1346.0,15,-40.05000000000109,1.75
2026-04-21,JSWSTEEL.NS,2026-04-21 09:55:00+00:00,2026-04-22 03:50:00+00:00,1282.64,1277.4000244140625,6,-31.4398535156256,1.75
2026-04-20,SBILIFE.NS,2026-04-20 09:35:00+00:00,2026-04-21 03:45:00+00:00,1986.09,1970.9000244140625,2,-30.37995117187484,1.75
2026-04-17,TECHM.NS,2026-04-17 09:40:00+00:00,2026-04-17 09:55:00+00:00,1513.96,1510.4000244140625,10,-35.599755859375364,1.75
2026-04-21,BAJAJFINSV.NS,2026-04-21 09:45:00+00:00,2026-04-21 09:55:00+00:00,1853.03,1849.9000244140625,13,-40.689682617187145,1.75
2026-04-17,BEL.NS,2026-04-17 09:35:00+00:00,2026-04-17 09:50:00+00:00,463.78,462.7000122070313,35,-37.799572753905295,1.75
2026-04-17,BEL.NS,2026-04-17 09:50:00+00:00,2026-04-20 03:45:00+00:00,463.51,462.7000122070313,85,-68.84896240234298,1.75
2026-04-10,EICHERMOT.NS,2026-04-10 09:35:00+00:00,2026-04-10 09:55:00+00:00,7427.21,7413.5,3,-41.13000000000011,1.75
2026-04-27,JIOFIN.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,254.65,253.3000030517578,24,-32.39992675781264,1.75
2026-04-10,MARUTI.NS,2026-04-10 09:35:00+00:00,2026-04-10 09:45:00+00:00,13741.87,13706.0,1,-35.8700000000008,1.75
2026-04-27,NTPC.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,412.16,410.25,17,-32.470000000000425,1.75
2026-04-20,SBILIFE.NS,2026-04-20 09:35:00+00:00,2026-04-21 03:45:00+00:00,1986.09,1970.9000244140625,2,-30.37995117187484,1.75
2026-04-17,TECHM.NS,2026-04-17 09:40:00+00:00,2026-04-17 09:55:00+00:00,1513.96,1510.4000244140625,10,-35.599755859375364,1.75
2026-04-21,BAJAJFINSV.NS,2026-04-21 09:45:00+00:00,2026-04-21 09:55:00+00:00,1853.03,1849.9000244140625,13,-40.689682617187145,1.75
2026-04-17,BEL.NS,2026-04-17 09:35:00+00:00,2026-04-17 09:50:00+00:00,463.78,462.7000122070313,35,-37.799572753905295,1.75
2026-04-17,BEL.NS,2026-04-17 09:50:00+00:00,2026-04-20 03:45:00+00:00,463.51,462.7000122070313,85,-68.84896240234298,1.75
2026-04-10,EICHERMOT.NS,2026-04-10 09:35:00+00:00,2026-04-10 09:55:00+00:00,7427.21,7413.5,3,-41.13000000000011,1.75
2026-04-27,JIOFIN.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,254.65,253.3000030517578,24,-32.39992675781264,1.75
2026-04-10,MARUTI.NS,2026-04-10 09:35:00+00:00,2026-04-10 09:45:00+00:00,13741.87,13706.0,1,-35.8700000000008,1.75
2026-04-27,NTPC.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,412.16,410.25,17,-32.470000000000425,1.75
2026-04-20,SBILIFE.NS,2026-04-20 09:35:00+00:00,2026-04-21 03:45:00+00:00,1986.09,1970.9000244140625,2,-30.37995117187484,1.75
2026-04-17,TECHM.NS,2026-04-17 09:40:00+00:00,2026-04-17 09:55:00+00:00,1513.96,1510.4000244140625,10,-35.599755859375364,1.75
2026-05-06,BAJFINANCE.NS,2026-05-06 09:40:00+00:00,2026-05-07 03:45:00+00:00,980.79,984.1850427246092,20,67.90085449218623,1.75
2026-04-21,BAJAJFINSV.NS,2026-04-21 09:45:00+00:00,2026-04-21 09:55:00+00:00,1853.03,1849.9000244140625,13,-40.689682617187145,1.75
2026-04-27,JIOFIN.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,254.65,253.3000030517578,24,-32.39992675781264,1.75
2026-04-30,KOTAKBANK.NS,2026-04-30 09:55:00+00:00,2026-05-04 03:50:00+00:00,384.69,382.6000061035156,15,-31.34990844726559,1.75
2026-04-27,NTPC.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,412.16,410.25,17,-32.470000000000425,1.75
2026-05-04,RELIANCE.NS,2026-05-04 09:50:00+00:00,2026-05-05 03:45:00+00:00,1465.73,1462.300048828125,11,-37.7294628906252,1.75
2026-05-05,RELIANCE.NS,2026-05-05 09:35:00+00:00,2026-05-05 09:55:00+00:00,1465.13,1460.699951171875,8,-35.44039062500087,1.75
2026-05-06,BAJFINANCE.NS,2026-05-06 09:40:00+00:00,2026-05-07 03:45:00+00:00,980.79,984.1850427246092,20,67.90085449218623,1.75
2026-04-21,BAJAJFINSV.NS,2026-04-21 09:45:00+00:00,2026-04-21 09:55:00+00:00,1853.03,1849.9000244140625,13,-40.689682617187145,1.75
2026-04-27,JIOFIN.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,254.65,253.3000030517578,24,-32.39992675781264,1.75
2026-04-30,KOTAKBANK.NS,2026-04-30 09:55:00+00:00,2026-05-04 03:50:00+00:00,384.69,382.6000061035156,15,-31.34990844726559,1.75
2026-04-27,NTPC.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,412.16,410.25,17,-32.470000000000425,1.75
2026-05-04,RELIANCE.NS,2026-05-04 09:50:00+00:00,2026-05-05 03:45:00+00:00,1465.73,1462.300048828125,11,-37.7294628906252,1.75
2026-05-05,RELIANCE.NS,2026-05-05 09:35:00+00:00,2026-05-05 09:55:00+00:00,1465.13,1460.699951171875,8,-35.44039062500087,1.75
2026-05-06,BAJFINANCE.NS,2026-05-06 09:40:00+00:00,2026-05-07 03:45:00+00:00,980.79,984.1850427246092,20,67.90085449218623,1.75
2026-04-27,JIOFIN.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,254.65,253.3000030517578,24,-32.39992675781264,1.75
2026-04-27,NTPC.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,412.16,410.25,17,-32.470000000000425,1.75
2026-05-04,RELIANCE.NS,2026-05-04 09:50:00+00:00,2026-05-05 03:45:00+00:00,1465.73,1462.300048828125,11,-37.7294628906252,1.75
2026-05-05,RELIANCE.NS,2026-05-05 09:35:00+00:00,2026-05-05 09:55:00+00:00,1465.13,1460.699951171875,8,-35.44039062500087,1.75
2026-05-06,BAJFINANCE.NS,2026-05-06 09:40:00+00:00,2026-05-07 03:45:00+00:00,980.79,984.1850427246093,20,67.90085449218623,1.75
2026-04-27,JIOFIN.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,254.65,253.3000030517578,24,-32.399926757812636,1.75
2026-04-27,NTPC.NS,2026-04-27 09:55:00+00:00,2026-04-28 03:50:00+00:00,412.16,410.25,17,-32.470000000000425,1.75
2026-05-04,RELIANCE.NS,2026-05-04 09:50:00+00:00,2026-05-05 03:45:00+00:00,1465.73,1462.300048828125,11,-37.7294628906252,1.75
2026-05-05,RELIANCE.NS,2026-05-05 09:35:00+00:00,2026-05-05 09:55:00+00:00,1465.13,1460.699951171875,8,-35.44039062500087,1.75
